Assets under management,Brokers,City,Cost ratio,Date,Educational qualifications,Gender,ID,Insurer,People,Policy tenuer,Premium,Premium 1,Profitability,Sahreholding pattern,Stakeholder,Age,Calculation1,Calculation2,Value Created,Zero
Equity,Mina,Bangalore,Opex ratio,02-01-2019,CA/CS,Female,11264.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27100975.7142857,27100975.7142857,27100975.7142857,0
Equity,Mina,Bangalore,Opex ratio,09-01-2019,CA/CS,Female,11274.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27135391.7142857,27135391.7142857,27135391.7142857,0
Equity,Mina,Bangalore,Opex ratio,19-01-2019,CA/CS,Female,11289.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27184557.4285714,27184557.4285714,27184557.4285714,0
Equity,Mina,Bangalore,Opex ratio,26-01-2019,CA/CS,Female,11300.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27218973.4285714,27218973.4285714,27218973.4285714,0
Equity,Mina,Bangalore,Opex ratio,02-02-2019,CA/CS,Female,11310.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27253389.4285714,27253389.4285714,27253389.4285714,0
Equity,Mina,Bangalore,Opex ratio,12-02-2019,CA/CS,Female,11325.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27302555.1428571,27302555.1428571,27302555.1428571,0
Equity,Mina,Bangalore,Opex ratio,19-02-2019,CA/CS,Female,11336.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27336971.1428571,27336971.1428571,27336971.1428571,0
Equity,Mina,Bangalore,Opex ratio,26-02-2019,CA/CS,Female,11346.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27371387.1428571,27371387.1428571,27371387.1428571,0
Equity,Mina,Bangalore,Opex ratio,08-03-2019,CA/CS,Female,11361.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27420552.8571428,27420552.8571428,27420552.8571428,0
Equity,Mina,Bangalore,Opex ratio,15-03-2019,CA/CS,Female,11372.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27454968.8571428,27454968.8571428,27454968.8571428,0
Equity,Mina,Bangalore,Opex ratio,22-03-2019,CA/CS,Female,11382.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27489384.8571428,27489384.8571428,27489384.8571428,0
Equity,Mina,Bangalore,Opex ratio,01-04-2019,CA/CS,Female,11397.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27538550.5714286,27538550.5714286,27538550.5714286,0
Equity,Mina,Bangalore,Opex ratio,08-04-2019,CA/CS,Female,11408.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27572966.5714286,27572966.5714286,27572966.5714286,0
Equity,Mina,Bangalore,Opex ratio,15-04-2019,CA/CS,Female,11418.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27607382.5714286,27607382.5714286,27607382.5714286,0
Equity,Mina,Bangalore,Opex ratio,25-04-2019,CA/CS,Female,11433.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27656548.2857143,27656548.2857143,27656548.2857143,0
Equity,Mina,Bangalore,Opex ratio,02-05-2019,CA/CS,Female,11444.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27690964.2857143,27690964.2857143,27690964.2857143,0
Equity,Mina,Bangalore,Opex ratio,09-05-2019,CA/CS,Female,11454.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27725380.2857143,27725380.2857143,27725380.2857143,0
Equity,Mina,Bangalore,Opex ratio,19-05-2019,CA/CS,Female,11469.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27774546,27774546,27774546,0
Equity,Mina,Bangalore,Opex ratio,26-05-2019,CA/CS,Female,11480.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27808962,27808962,27808962,0
Equity,Mina,Bangalore,Opex ratio,02-06-2019,CA/CS,Female,11490.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27843378,27843378,27843378,0
Equity,Mina,Bangalore,Opex ratio,12-06-2019,CA/CS,Female,11505.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27892543.7142857,27892543.7142857,27892543.7142857,0
Equity,Mina,Bangalore,Opex ratio,19-06-2019,CA/CS,Female,11516.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27926959.7142857,27926959.7142857,27926959.7142857,0
Equity,Mina,Bangalore,Opex ratio,26-06-2019,CA/CS,Female,11526.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27961375.7142857,27961375.7142857,27961375.7142857,0
Equity,Mina,Bangalore,Opex ratio,06-07-2019,CA/CS,Female,11541.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,28010541.4285714,28010541.4285714,28010541.4285714,0
Equity,Mina,Bangalore,Opex ratio,13-07-2019,CA/CS,Female,11552.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,28044957.4285714,28044957.4285714,28044957.4285714,0
Equity,Mina,Bangalore,Opex ratio,20-07-2019,CA/CS,Female,11562.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,28079373.4285714,28079373.4285714,28079373.4285714,0
Equity,Puja,Ahamdabad,Opex ratio,21-05-2018,CA/CS,Female,10925.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,25989830.5714286,25989830.5714286,25989830.5714286,0
Equity,Puja,Ahamdabad,Opex ratio,28-05-2018,CA/CS,Female,10935.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26024246.5714286,26024246.5714286,26024246.5714286,0
Equity,Puja,Ahamdabad,Opex ratio,04-06-2018,CA/CS,Female,10946.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26058662.5714286,26058662.5714286,26058662.5714286,0
Equity,Puja,Ahamdabad,Opex ratio,14-06-2018,CA/CS,Female,10961.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26107828.2857143,26107828.2857143,26107828.2857143,0
Equity,Puja,Ahamdabad,Opex ratio,21-06-2018,CA/CS,Female,10971.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26142244.2857143,26142244.2857143,26142244.2857143,0
Equity,Puja,Ahamdabad,Opex ratio,28-06-2018,CA/CS,Female,10982.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26176660.2857143,26176660.2857143,26176660.2857143,0
Equity,Puja,Ahamdabad,Opex ratio,08-07-2018,CA/CS,Female,10997.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26225826,26225826,26225826,0
Equity,Puja,Ahamdabad,Opex ratio,15-07-2018,CA/CS,Female,11007.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26260242,26260242,26260242,0
Equity,Puja,Ahamdabad,Opex ratio,22-07-2018,CA/CS,Female,11018.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26294658,26294658,26294658,0
Equity,Puja,Ahamdabad,Opex ratio,09-02-2017,CA/CS,Female,10226.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23698708.2857143,23698708.2857143,23698708.2857143,0
Equity,Puja,Ahamdabad,Opex ratio,19-02-2017,CA/CS,Female,10241.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23747874,23747874,23747874,0
Equity,Puja,Ahamdabad,Opex ratio,26-02-2017,CA/CS,Female,10251.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23782290,23782290,23782290,0
Equity,Puja,Ahamdabad,Opex ratio,05-03-2017,CA/CS,Female,10262.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23816706,23816706,23816706,0
Equity,Puja,Ahamdabad,Opex ratio,15-03-2017,CA/CS,Female,10277.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23865871.7142857,23865871.7142857,23865871.7142857,0
Equity,Puja,Ahamdabad,Opex ratio,22-03-2017,CA/CS,Female,10287.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23900287.7142857,23900287.7142857,23900287.7142857,0
Equity,Puja,Ahamdabad,Opex ratio,29-03-2017,CA/CS,Female,10298.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23934703.7142857,23934703.7142857,23934703.7142857,0
Equity,Puja,Ahamdabad,Opex ratio,08-04-2017,CA/CS,Female,10313.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23983869.4285714,23983869.4285714,23983869.4285714,0
Equity,Puja,Ahamdabad,Opex ratio,15-04-2017,CA/CS,Female,10323.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24018285.4285714,24018285.4285714,24018285.4285714,0
Equity,Puja,Ahamdabad,Opex ratio,22-04-2017,CA/CS,Female,10334.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24052701.4285714,24052701.4285714,24052701.4285714,0
Equity,Puja,Ahamdabad,Opex ratio,02-05-2017,CA/CS,Female,10349.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24101867.1428571,24101867.1428571,24101867.1428571,0
Equity,Puja,Ahamdabad,Opex ratio,09-05-2017,CA/CS,Female,10359.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24136283.1428571,24136283.1428571,24136283.1428571,0
Equity,Puja,Ahamdabad,Opex ratio,16-05-2017,CA/CS,Female,10370.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24170699.1428571,24170699.1428571,24170699.1428571,0
Equity,Puja,Ahamdabad,Opex ratio,26-05-2017,CA/CS,Female,10385.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24219864.8571428,24219864.8571428,24219864.8571428,0
Equity,Puja,Ahamdabad,Opex ratio,02-06-2017,CA/CS,Female,10395.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24254280.8571428,24254280.8571428,24254280.8571428,0
Equity,Puja,Ahamdabad,Opex ratio,09-06-2017,CA/CS,Female,10406.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24288696.8571428,24288696.8571428,24288696.8571428,0
Equity,Puja,Ahamdabad,Opex ratio,19-06-2017,CA/CS,Female,10421.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24337862.5714286,24337862.5714286,24337862.5714286,0
Equity,Puja,Ahamdabad,Opex ratio,26-06-2017,CA/CS,Female,10431.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24372278.5714286,24372278.5714286,24372278.5714286,0
Equity,Puja,Ahamdabad,Opex ratio,03-07-2017,CA/CS,Female,10442.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24406694.5714286,24406694.5714286,24406694.5714286,0
Equity,Puja,Ahamdabad,Opex ratio,13-07-2017,CA/CS,Female,10457.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24455860.2857143,24455860.2857143,24455860.2857143,0
Equity,Puja,Ahamdabad,Opex ratio,20-07-2017,CA/CS,Female,10467.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24490276.2857143,24490276.2857143,24490276.2857143,0
Equity,Puja,Ahamdabad,Opex ratio,27-07-2017,CA/CS,Female,10478.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24524692.2857143,24524692.2857143,24524692.2857143,0
Equity,Puja,Ahamdabad,Opex ratio,06-08-2017,CA/CS,Female,10493.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24573858,24573858,24573858,0
Equity,Puja,Ahamdabad,Opex ratio,13-08-2017,CA/CS,Female,10503.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24608274,24608274,24608274,0
Equity,Puja,Ahamdabad,Opex ratio,20-08-2017,CA/CS,Female,10514.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24642690,24642690,24642690,0
Equity,Puja,Ahamdabad,Opex ratio,30-08-2017,CA/CS,Female,10529.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24691855.7142857,24691855.7142857,24691855.7142857,0
Equity,Puja,Ahamdabad,Opex ratio,06-09-2017,CA/CS,Female,10539.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24726271.7142857,24726271.7142857,24726271.7142857,0
Equity,Puja,Ahamdabad,Opex ratio,13-09-2017,CA/CS,Female,10550.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24760687.7142857,24760687.7142857,24760687.7142857,0
Equity,Puja,Ahamdabad,Opex ratio,23-09-2017,CA/CS,Female,10565.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24809853.4285714,24809853.4285714,24809853.4285714,0
Equity,Puja,Ahamdabad,Opex ratio,30-09-2017,CA/CS,Female,10575.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24844269.4285714,24844269.4285714,24844269.4285714,0
Equity,Puja,Ahamdabad,Opex ratio,07-10-2017,CA/CS,Female,10586.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24878685.4285714,24878685.4285714,24878685.4285714,0
Equity,Puja,Ahamdabad,Opex ratio,17-10-2017,CA/CS,Female,10601.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24927851.1428571,24927851.1428571,24927851.1428571,0
Equity,Puja,Ahamdabad,Opex ratio,24-10-2017,CA/CS,Female,10611.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24962267.1428571,24962267.1428571,24962267.1428571,0
Equity,Puja,Ahamdabad,Opex ratio,31-10-2017,CA/CS,Female,10622.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24996683.1428571,24996683.1428571,24996683.1428571,0
Equity,Puja,Ahamdabad,Opex ratio,10-11-2017,CA/CS,Female,10637.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25045848.8571428,25045848.8571428,25045848.8571428,0
Equity,Puja,Ahamdabad,Opex ratio,17-11-2017,CA/CS,Female,10647.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25080264.8571428,25080264.8571428,25080264.8571428,0
Equity,Puja,Ahamdabad,Opex ratio,24-11-2017,CA/CS,Female,10658.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25114680.8571428,25114680.8571428,25114680.8571428,0
Equity,Puja,Ahamdabad,Opex ratio,04-12-2017,CA/CS,Female,10673.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25163846.5714286,25163846.5714286,25163846.5714286,0
Equity,Puja,Ahamdabad,Opex ratio,11-12-2017,CA/CS,Female,10683.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25198262.5714286,25198262.5714286,25198262.5714286,0
Equity,Puja,Ahamdabad,Opex ratio,11-05-2018,CA/CS,Female,10910.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25940664.8571428,25940664.8571428,25940664.8571428,0
Equity,Puja,Bangalore,Opex ratio,01-08-2018,CA/CS,Female,11033.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26343823.7142857,26343823.7142857,26343823.7142857,0
Equity,Puja,Bangalore,Opex ratio,08-08-2018,CA/CS,Female,11043.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26378239.7142857,26378239.7142857,26378239.7142857,0
Equity,Puja,Bangalore,Opex ratio,15-08-2018,CA/CS,Female,11054.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26412655.7142857,26412655.7142857,26412655.7142857,0
Equity,Puja,Bangalore,Opex ratio,25-08-2018,CA/CS,Female,11069.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26461821.4285714,26461821.4285714,26461821.4285714,0
Equity,Puja,Bangalore,Opex ratio,01-09-2018,CA/CS,Female,11079.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26496237.4285714,26496237.4285714,26496237.4285714,0
Equity,Puja,Bangalore,Opex ratio,08-09-2018,CA/CS,Female,11090.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26530653.4285714,26530653.4285714,26530653.4285714,0
Equity,Puja,Bangalore,Opex ratio,18-09-2018,CA/CS,Female,11105.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26579819.1428571,26579819.1428571,26579819.1428571,0
Equity,Puja,Bangalore,Opex ratio,25-09-2018,CA/CS,Female,11115.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26614235.1428571,26614235.1428571,26614235.1428571,0
Equity,Puja,Bangalore,Opex ratio,02-10-2018,CA/CS,Female,11126.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26648651.1428571,26648651.1428571,26648651.1428571,0
Equity,Puja,Bangalore,Opex ratio,12-10-2018,CA/CS,Female,11141.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26697816.8571428,26697816.8571428,26697816.8571428,0
Equity,Puja,Bangalore,Opex ratio,19-10-2018,CA/CS,Female,11151.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26732232.8571428,26732232.8571428,26732232.8571428,0
Equity,Puja,Bangalore,Opex ratio,26-10-2018,CA/CS,Female,11162.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26766648.8571428,26766648.8571428,26766648.8571428,0
Equity,Puja,Bangalore,Opex ratio,05-11-2018,CA/CS,Female,11177.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26815814.5714286,26815814.5714286,26815814.5714286,0
Equity,Puja,Bangalore,Opex ratio,12-11-2018,CA/CS,Female,11187.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26850230.5714286,26850230.5714286,26850230.5714286,0
Equity,Puja,Bangalore,Opex ratio,19-11-2018,CA/CS,Female,11198.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26884646.5714286,26884646.5714286,26884646.5714286,0
Equity,Puja,Bangalore,Opex ratio,29-11-2018,CA/CS,Female,11213.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26933812.2857143,26933812.2857143,26933812.2857143,0
Equity,Puja,Bangalore,Opex ratio,06-12-2018,CA/CS,Female,11223.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26968228.2857143,26968228.2857143,26968228.2857143,0
Equity,Puja,Bangalore,Opex ratio,13-12-2018,CA/CS,Female,11234.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27002644.2857143,27002644.2857143,27002644.2857143,0
Equity,Puja,Bangalore,Opex ratio,23-12-2018,CA/CS,Female,11249.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27051810,27051810,27051810,0
Equity,Puja,Bangalore,Opex ratio,30-12-2018,CA/CS,Female,11259.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27086226,27086226,27086226,0
Equity,Puja,Bangalore,Opex ratio,06-01-2019,CA/CS,Female,11270.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27120642,27120642,27120642,0
Equity,Puja,Bangalore,Opex ratio,16-01-2019,CA/CS,Female,11285.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27169807.7142857,27169807.7142857,27169807.7142857,0
Equity,Puja,Bangalore,Opex ratio,23-01-2019,CA/CS,Female,11295.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27204223.7142857,27204223.7142857,27204223.7142857,0
Equity,Puja,Bangalore,Opex ratio,30-01-2019,CA/CS,Female,11306.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27238639.7142857,27238639.7142857,27238639.7142857,0
Equity,Puja,Bangalore,Opex ratio,09-02-2019,CA/CS,Female,11321.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27287805.4285714,27287805.4285714,27287805.4285714,0
Equity,Puja,Bangalore,Opex ratio,16-02-2019,CA/CS,Female,11331.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27322221.4285714,27322221.4285714,27322221.4285714,0
Equity,Puja,Bangalore,Opex ratio,23-02-2019,CA/CS,Female,11342.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27356637.4285714,27356637.4285714,27356637.4285714,0
Equity,Puja,Bangalore,Opex ratio,05-03-2019,CA/CS,Female,11357.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27405803.1428571,27405803.1428571,27405803.1428571,0
Equity,Puja,Bangalore,Opex ratio,12-03-2019,CA/CS,Female,11367.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27440219.1428571,27440219.1428571,27440219.1428571,0
Equity,Puja,Bangalore,Opex ratio,19-03-2019,CA/CS,Female,11378.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27474635.1428571,27474635.1428571,27474635.1428571,0
Equity,Puja,Bangalore,Opex ratio,29-03-2019,CA/CS,Female,11393.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27523800.8571428,27523800.8571428,27523800.8571428,0
Equity,Puja,Bangalore,Opex ratio,05-04-2019,CA/CS,Female,11403.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27558216.8571428,27558216.8571428,27558216.8571428,0
Equity,Puja,Bangalore,Opex ratio,12-04-2019,CA/CS,Female,11414.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27592632.8571428,27592632.8571428,27592632.8571428,0
Equity,Puja,Bangalore,Opex ratio,22-04-2019,CA/CS,Female,11429.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27641798.5714286,27641798.5714286,27641798.5714286,0
Equity,Puja,Bangalore,Opex ratio,29-04-2019,CA/CS,Female,11439.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27676214.5714286,27676214.5714286,27676214.5714286,0
Equity,Puja,Bangalore,Opex ratio,06-05-2019,CA/CS,Female,11450.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27710630.5714286,27710630.5714286,27710630.5714286,0
Equity,Puja,Bangalore,Opex ratio,16-05-2019,CA/CS,Female,11465.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27759796.2857143,27759796.2857143,27759796.2857143,0
Equity,Puja,Bangalore,Opex ratio,23-05-2019,CA/CS,Female,11475.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27794212.2857143,27794212.2857143,27794212.2857143,0
Equity,Puja,Bangalore,Opex ratio,30-05-2019,CA/CS,Female,11486.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27828628.2857143,27828628.2857143,27828628.2857143,0
Equity,Puja,Bangalore,Opex ratio,09-06-2019,CA/CS,Female,11501.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27877794,27877794,27877794,0
Equity,Puja,Bangalore,Opex ratio,16-06-2019,CA/CS,Female,11511.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27912210,27912210,27912210,0
Equity,Puja,Bangalore,Opex ratio,23-06-2019,CA/CS,Female,11522.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27946626,27946626,27946626,0
Equity,Puja,Bangalore,Opex ratio,03-07-2019,CA/CS,Female,11537.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27995791.7142857,27995791.7142857,27995791.7142857,0
